IED_COUNTER, IED_INTERPOLATED, IED_AF3, IED_F7, IED_F3, IED_FC5, IED_T7, IED_P7, IED_O1, IED_O2, IED_P8, IED_T8, IED_FC6, IED_F4, IED_F8, IED_AF4, IED_RAW_CQ, IED_GYROX, IED_GYROY, IED_MARKER, IED_TIMESTAMP,
111,0,4203.08,4191.79,4190.26,4206.67,4196.92,4180,4190.77,4195.9,4211.28,4187.18,4185.13,4197.44,4181.54,4204.62,832,2051,2036,0,165.614,
112,0,4198.46,4186.15,4193.33,4206.15,4191.28,4176.92,4188.72,4188.72,4212.82,4184.62,4182.05,4195.38,4178.46,4197.95,848,2052,2037,0,165.624,
113,0,4190.26,4172.82,4185.13,4212.82,4182.05,4170.26,4187.69,4182.56,4221.54,4181.03,4182.56,4200.51,4175.9,4190.26,547,2052,2037,0,165.634,
114,0,4187.69,4167.69,4185.64,4221.54,4182.05,4175.38,4193.85,4187.18,4226.15,4175.9,4178.97,4196.92,4174.87,4190.26,838,2050,2035,0,165.644,
115,0,4190.77,4170.26,4191.28,4223.08,4183.08,4181.03,4202.05,4195.38,4218.97,4173.85,4176.92,4193.85,4173.33,4191.79,832,2052,2033,0,165.654,
116,0,4191.28,4171.79,4188.21,4221.03,4180.51,4176.41,4204.1,4198.46,4208.21,4178.46,4183.08,4191.28,4176.92,4194.36,848,2051,2033,0,165.664,
117,0,4186.67,4168.72,4188.21,4225.64,4178.46,4176.41,4195.9,4194.87,4212.31,4178.46,4188.21,4189.74,4178.97,4194.36,547,2050,2035,0,165.675,
118,0,4190.77,4170.77,4184.1,4224.1,4183.59,4185.13,4190.77,4196.41,4213.33,4182.05,4191.79,4194.36,4182.56,4197.44,838,2051,2034,0,165.685,
119,0,4201.54,4178.97,4190.26,4214.36,4191.79,4189.23,4192.82,4208.21,4197.95,4196.41,4198.97,4188.72,4192.31,4206.67,832,2050,2033,0,165.695,
120,0,4208.21,4184.1,4201.03,4208.21,4197.44,4188.21,4196.41,4218.97,4188.72,4207.18,4208.72,4181.03,4201.03,4215.38,848,2051,2032,0,165.705,
121,0,4207.69,4183.59,4198.97,4207.69,4194.36,4189.74,4195.9,4210.77,4197.95,4203.08,4210.26,4181.03,4199.49,4214.87,547,2051,2031,0,165.715,
122,0,4207.18,4183.08,4198.97,4208.72,4188.21,4185.13,4188.72,4193.33,4208.21,4197.44,4203.59,4182.05,4194.87,4210.77,838,2050,2029,0,165.725,
123,0,4207.69,4184.62,4195.38,4209.74,4192.31,4181.54,4186.67,4185.13,4211.28,4196.92,4198.46,4187.18,4192.31,4209.74,832,2049,2027,0,165.735,
124,0,4196.92,4179.49,4186.15,4215.38,4191.79,4187.18,4189.74,4180,4220,4186.67,4191.79,4193.33,4182.05,4197.95,848,2048,2028,0,165.745,
125,0,4185.13,4174.87,4181.03,4218.97,4185.64,4185.64,4187.69,4176.41,4227.69,4175.38,4187.18,4200,4174.36,4185.13,547,2047,2028,0,165.755,
126,0,4187.69,4176.92,4178.97,4216.41,4186.15,4176.41,4183.08,4180,4224.62,4181.03,4190.77,4197.95,4178.97,4188.21,838,2045,2029,0,165.766,
127,0,4194.87,4181.03,4182.05,4211.28,4185.13,4175.38,4178.46,4187.18,4219.49,4189.23,4194.87,4193.33,4183.08,4193.33,832,2045,2029,0,165.776,
128,0,4191.79,4181.54,4184.1,4212.82,4181.03,4176.41,4176.92,4186.67,4221.54,4187.18,4191.79,4196.41,4181.54,4192.31,848,2045,2031,0,165.786,
0,0,4185.64,4180,4183.08,4218.97,4183.59,4174.36,4177.95,4179.49,4225.13,4181.03,4188.72,4195.38,4182.56,4190.26,588,2044,2034,0,165.786,
1,0,4186.15,4180,4182.56,4217.44,4190.77,4176.92,4181.03,4184.1,4221.03,4185.13,4195.38,4195.9,4189.74,4192.82,827,2043,2033,0,165.796,
2,0,4181.54,4173.33,4179.49,4217.95,4185.64,4178.46,4181.03,4190.26,4218.46,4189.23,4196.92,4199.49,4190.77,4192.31,837,2044,2038,0,165.806,
3,0,4173.33,4166.15,4179.49,4228.72,4174.36,4180,4177.44,4177.95,4223.59,4185.64,4194.36,4198.97,4187.69,4188.21,847,2045,2038,0,165.816,
4,0,4180,4170.77,4181.03,4227.18,4177.95,4178.97,4181.54,4175.38,4220,4191.28,4201.54,4196.92,4193.33,4192.31,877,2046,2039,0,165.826,
5,0,4182.56,4169.23,4180.51,4224.1,4176.41,4175.9,4180,4183.08,4218.46,4191.79,4198.97,4195.38,4190.77,4191.79,616,2045,2040,0,165.836,
6,0,4175.38,4160.51,4176.92,4231.28,4167.18,4173.33,4171.79,4178.97,4225.13,4184.1,4190.26,4200.51,4185.13,4185.13,804,2045,2038,0,165.846,
7,0,4178.46,4164.62,4177.44,4229.23,4169.74,4174.87,4174.87,4177.95,4224.62,4187.69,4195.38,4203.59,4190.77,4188.72,810,2045,2037,0,165.857,
8,0,4182.56,4167.69,4185.64,4222.56,4172.31,4180,4181.03,4185.13,4220,4191.28,4194.36,4200.51,4184.1,4189.23,799,2046,2039,0,165.867,
9,0,4181.03,4166.15,4186.67,4220,4173.33,4182.05,4181.54,4187.18,4214.36,4190.77,4191.28,4199.49,4175.9,4185.64,872,2048,2038,0,165.877,
10,0,4184.62,4174.87,4187.69,4214.87,4182.05,4187.18,4182.56,4190.26,4208.21,4200.51,4203.08,4195.38,4195.38,4191.79,838,2046,2037,0,165.887,
11,0,4191.79,4181.54,4192.31,4212.31,4189.23,4190.26,4189.23,4202.56,4198.46,4214.36,4215.9,4193.33,4218.46,4205.13,842,2047,2036,0,165.897,
12,0,4189.23,4173.85,4186.67,4217.44,4190.26,4190.26,4195.9,4207.18,4191.28,4215.9,4218.46,4195.9,4225.13,4212.82,848,2046,2038,0,165.907,
13,0,4180.51,4161.03,4183.59,4224.62,4187.69,4189.23,4194.36,4201.54,4194.36,4208.72,4221.03,4194.36,4228.72,4212.31,547,2047,2036,0,165.917,
14,0,4177.44,4154.87,4183.59,4225.64,4183.08,4185.13,4189.74,4203.08,4198.46,4211.28,4221.54,4195.9,4232.82,4213.85,838,2047,2035,0,165.927,
15,0,4177.44,4150.77,4183.59,4228.72,4176.92,4185.64,4190.26,4207.18,4201.03,4210.77,4213.33,4194.87,4224.1,4209.74,842,2047,2034,0,165.937,
16,0,4181.54,4147.69,4186.67,4232.82,4176.41,4184.1,4189.74,4202.05,4206.67,4204.1,4208.72,4194.87,4215.9,4204.62,0,2048,2035,0,165.948,
17,0,4183.08,4150.26,4184.1,4232.31,4175.38,4179.49,4187.18,4198.46,4207.18,4207.69,4215.9,4194.36,4222.05,4209.74,0,2051,2034,0,165.958,
18,0,4182.56,4150.77,4185.64,4232.31,4167.18,4178.97,4188.72,4197.44,4204.62,4209.74,4219.49,4184.1,4226.67,4215.38,0,2051,2033,0,165.968,
19,0,4187.69,4151.79,4188.72,4230.77,4166.15,4178.46,4192.31,4190.26,4209.23,4206.15,4221.54,4184.62,4226.15,4217.44,0,2049,2033,0,165.978,
20,0,4186.67,4150.77,4190.26,4229.74,4171.28,4179.49,4194.87,4189.74,4212.82,4206.67,4221.03,4189.74,4225.64,4218.46,0,2050,2031,0,165.988,
21,0,4184.62,4149.74,4191.79,4229.23,4172.31,4183.08,4197.44,4197.44,4204.62,4210.26,4220,4186.67,4226.15,4217.95,0,2048,2031,0,165.998,
22,0,4188.72,4153.33,4187.18,4228.72,4177.44,4184.1,4197.95,4202.05,4194.36,4213.85,4224.1,4183.59,4228.21,4215.9,0,2049,2030,0,166.008,
23,0,4183.08,4150.26,4183.59,4233.85,4179.49,4184.62,4195.38,4196.41,4197.44,4215.38,4222.05,4185.13,4225.64,4210.26,0,2051,2031,0,166.018,
24,0,4170.26,4138.46,4176.41,4238.97,4174.36,4182.56,4192.82,4192.31,4206.67,4208.72,4211.79,4198.97,4218.46,4202.05,0,2051,2028,0,166.028,
25,0,4163.08,4129.74,4168.72,4246.67,4170.77,4177.44,4187.18,4195.38,4211.28,4194.36,4203.59,4207.69,4211.28,4193.85,0,2050,2029,0,166.039,
26,0,4160.51,4132.31,4173.33,4250.26,4172.82,4176.92,4183.59,4196.41,4210.77,4192.82,4203.08,4204.1,4211.28,4190.26,0,2050,2027,0,166.049,
27,0,4163.59,4139.49,4170.77,4242.56,4178.97,4182.56,4186.67,4194.87,4204.62,4207.18,4206.67,4206.15,4216.92,4190.77,0,2048,2028,0,166.059,
28,0,4164.62,4138.97,4170.26,4237.95,4176.92,4186.15,4186.15,4195.38,4201.54,4209.74,4206.67,4206.67,4217.95,4188.72,0,2045,2028,0,166.069,
29,0,4162.05,4143.08,4173.33,4239.49,4177.95,4182.56,4185.64,4201.54,4196.92,4209.23,4211.28,4202.56,4222.05,4192.82,0,2044,2029,0,166.079,
30,0,4163.08,4150.26,4168.72,4237.95,4180.51,4177.95,4187.69,4202.05,4195.38,4211.28,4212.31,4202.05,4219.49,4192.31,0,2045,2029,0,166.089,
31,0,4158.97,4144.1,4169.23,4238.46,4173.85,4176.92,4180,4188.72,4210.26,4197.44,4198.97,4209.74,4204.62,4180,0,2043,2029,0,166.099,
32,0,4162.56,4147.18,4171.28,4233.33,4176.41,4176.41,4172.82,4181.54,4220.51,4189.74,4196.41,4212.82,4204.1,4178.97,0,2043,2032,0,166.109,
33,0,4172.82,4160,4177.95,4225.13,4180,4177.44,4176.92,4183.08,4216.92,4196.41,4206.67,4197.95,4212.31,4188.21,0,2044,2034,0,166.119,
34,0,4173.33,4157.95,4181.03,4226.67,4176.92,4178.46,4183.59,4188.21,4210.26,4198.97,4211.28,4194.87,4211.79,4194.36,0,2041,2031,0,166.13,
35,0,4165.64,4146.67,4173.85,4235.38,4174.87,4177.95,4185.13,4194.36,4207.18,4196.92,4206.15,4205.13,4208.72,4191.28,0,2044,2031,0,166.14,
36,0,4162.56,4141.03,4173.33,4240.51,4169.74,4180.51,4178.97,4189.74,4210.26,4193.85,4199.49,4205.13,4205.64,4184.1,0,2041,2029,0,166.15,
37,0,4167.69,4143.08,4175.38,4238.97,4168.21,4179.49,4177.95,4186.67,4209.23,4196.92,4207.18,4201.54,4210.26,4189.23,0,2044,2030,0,166.16,
38,0,4170.26,4140,4178.97,4239.49,4174.87,4176.41,4182.56,4190.77,4205.64,4204.1,4218.46,4193.85,4223.08,4200,0,2043,2031,0,166.17,
39,0,4166.67,4132.31,4180.51,4243.59,4175.9,4176.92,4181.03,4189.23,4206.15,4207.69,4220,4193.85,4228.21,4200,0,2043,2030,0,166.18,
40,0,4161.03,4128.21,4173.33,4243.08,4169.74,4179.49,4178.46,4182.05,4209.74,4201.54,4210.26,4203.59,4218.97,4186.67,0,2044,2029,0,166.19,
41,0,4158.46,4130.77,4171.79,4240.51,4168.72,4173.33,4180,4181.03,4212.82,4190.77,4196.92,4207.18,4210.77,4179.49,0,2042,2029,0,166.2,
42,0,4163.08,4136.41,4173.33,4241.54,4171.28,4167.69,4175.9,4184.62,4213.85,4186.67,4192.82,4206.15,4209.23,4184.62,0,2042,2031,0,166.21,
43,0,4161.54,4134.36,4170.26,4245.13,4166.15,4170.77,4167.69,4181.03,4217.95,4186.67,4191.79,4208.21,4205.13,4183.08,0,2041,2033,0,166.22,
44,0,4156.41,4130.77,4165.64,4249.74,4163.08,4168.21,4168.72,4172.31,4225.13,4184.62,4191.28,4215.9,4203.59,4175.38,0,2041,2035,0,166.231,
45,0,4156.41,4131.28,4163.59,4253.33,4165.64,4168.21,4171.28,4163.08,4230.26,4179.49,4191.28,4213.85,4205.64,4176.92,0,2042,2034,0,166.241,
46,0,4165.13,4133.33,4172.82,4247.69,4168.21,4177.44,4172.31,4164.62,4229.74,4176.92,4193.33,4201.03,4203.08,4185.13,0,2042,2037,0,166.251,
47,0,4182.05,4145.64,4185.64,4229.74,4174.87,4178.97,4174.87,4181.03,4221.03,4184.1,4203.08,4193.85,4210.26,4197.95,0,2042,2038,0,166.261,
48,0,4191.28,4156.41,4188.21,4225.13,4174.87,4170.77,4172.82,4188.72,4214.87,4190.77,4211.79,4189.74,4221.54,4210.26,0,2041,2037,0,166.271,
49,0,4189.23,4153.33,4186.67,4235.38,4168.21,4169.23,4176.41,4190.26,4206.67,4194.87,4211.79,4189.74,4221.54,4211.79,0,2042,2038,0,166.281,
50,0,4185.13,4149.74,4185.64,4236.92,4172.31,4176.92,4191.79,4202.56,4193.33,4202.05,4211.79,4189.74,4219.49,4208.21,0,2041,2040,0,166.291,
51,0,4180.51,4147.69,4187.69,4233.85,4178.97,4181.54,4202.56,4209.74,4190.77,4207.69,4212.82,4185.64,4221.03,4202.56,0,2043,2040,0,166.301,
38,0,4177.44,4161.54,4170.77,4226.15,4177.44,4186.67,4188.21,4183.08,4210.26,4188.21,4198.97,4199.49,4208.72,4186.67,0,2043,2042,0,167.464,
39,0,4171.79,4158.46,4172.31,4226.67,4180.51,4187.18,4190.26,4182.56,4212.82,4188.21,4194.87,4201.54,4203.59,4183.59,0,2039,2048,0,167.474,
40,0,4167.69,4160.51,4168.21,4223.59,4185.13,4182.05,4187.18,4186.67,4208.21,4185.13,4189.74,4206.67,4194.36,4178.46,0,2040,2045,0,167.484,
41,0,4163.08,4157.95,4166.15,4228.21,4181.03,4181.54,4185.13,4197.44,4201.54,4190.26,4190.26,4199.49,4193.85,4177.44,0,2040,2044,0,167.494,
42,0,4164.62,4155.9,4170.26,4230.26,4176.92,4181.03,4181.54,4196.92,4204.62,4194.36,4193.33,4197.95,4201.54,4182.56,0,2044,2044,0,167.504,
43,0,4174.36,4163.08,4171.79,4224.1,4177.44,4177.44,4176.92,4179.49,4211.28,4192.31,4195.9,4199.49,4203.59,4187.18,0,2047,2042,0,167.515,
44,0,4178.46,4166.15,4173.85,4223.59,4175.9,4170.26,4172.82,4168.21,4213.33,4191.79,4195.38,4195.38,4198.97,4187.18,0,2045,2040,0,167.525,
45,0,4177.95,4166.15,4175.9,4227.18,4176.41,4168.72,4172.82,4177.44,4208.21,4195.38,4199.49,4192.82,4201.03,4189.74,0,2045,2038,0,167.535,
46,0,4178.97,4165.64,4182.56,4227.69,4174.87,4171.28,4179.49,4184.1,4210.26,4194.36,4203.08,4189.23,4206.67,4195.38,0,2044,2037,0,167.545,
47,0,4180.51,4166.15,4184.1,4227.18,4173.33,4167.69,4186.67,4180.51,4217.95,4190.77,4201.03,4189.23,4205.64,4198.46,0,2046,2038,0,167.555,
48,0,4178.97,4167.18,4182.05,4226.67,4175.38,4166.67,4187.18,4178.97,4221.54,4186.15,4197.44,4189.74,4203.59,4195.38,0,2047,2036,0,167.565,
49,0,4179.49,4167.69,4185.13,4222.56,4175.9,4174.36,4177.44,4173.33,4224.1,4182.05,4192.31,4192.31,4201.54,4192.31,0,2048,2037,0,167.575,
50,0,4177.95,4166.67,4179.49,4223.59,4175.38,4180,4175.38,4167.18,4227.18,4176.92,4185.64,4202.05,4193.33,4188.72,0,2046,2038,0,167.585,
51,0,4164.1,4157.44,4169.74,4236.92,4173.85,4181.54,4185.64,4169.74,4229.74,4169.74,4176.92,4208.21,4181.03,4176.92,0,2046,2041,0,167.595,
52,0,4158.46,4148.21,4168.21,4242.05,4175.9,4183.59,4192.82,4177.95,4225.64,4168.21,4173.33,4210.77,4177.44,4169.23,0,2046,2039,0,167.606,
53,0,4166.15,4150.26,4170.26,4234.87,4179.49,4183.08,4189.23,4185.13,4218.46,4174.36,4173.85,4207.18,4181.03,4170.77,0,2044,2039,0,167.616,
54,0,4172.31,4159.49,4174.87,4230.77,4178.97,4181.03,4187.18,4191.79,4208.72,4184.1,4180,4203.08,4185.64,4175.9,0,2044,2040,0,167.626,
55,0,4176.41,4168.72,4180.51,4224.62,4180.51,4180,4189.74,4200,4197.95,4196.92,4194.36,4200.51,4195.9,4184.62,0,2044,2039,0,167.636,
56,0,4179.49,4166.15,4185.13,4221.03,4179.49,4178.46,4184.1,4193.85,4207.18,4195.38,4197.44,4193.33,4201.03,4190.26,0,2041,2039,0,167.646,
57,0,4181.03,4162.05,4184.1,4224.62,4178.97,4170.26,4175.38,4181.03,4223.08,4185.13,4192.31,4196.41,4200,4191.28,0,2041,2039,0,167.656,
58,0,4180.51,4163.59,4180.51,4227.18,4177.95,4167.18,4171.28,4169.23,4228.72,4178.46,4192.82,4202.56,4198.46,4192.82,0,2042,2037,0,167.666,
59,0,4177.44,4160,4186.15,4224.62,4177.95,4178.97,4177.44,4164.1,4226.15,4177.95,4193.33,4197.95,4193.33,4191.28,0,2043,2036,0,167.676,
60,0,4183.59,4164.1,4188.72,4216.92,4187.18,4185.64,4189.74,4171.79,4217.95,4184.1,4191.79,4193.85,4193.33,4191.79,0,2041,2034,0,167.686,
61,0,4193.33,4183.08,4186.15,4210.77,4191.28,4179.49,4183.59,4173.33,4218.46,4183.59,4191.28,4193.85,4192.31,4193.85,0,2045,2033,0,167.697,
62,0,4194.36,4195.38,4183.59,4211.28,4185.64,4174.36,4169.74,4169.23,4225.64,4174.36,4187.18,4201.03,4181.54,4188.72,0,2045,2035,0,167.707,
63,0,4188.21,4190.26,4178.46,4213.85,4185.13,4173.33,4177.44,4169.23,4229.74,4164.62,4171.79,4207.69,4165.64,4173.33,0,2045,2035,0,167.717,
64,0,4187.69,4193.85,4182.56,4212.31,4189.23,4174.87,4182.56,4172.31,4227.18,4161.03,4163.59,4204.1,4160,4163.59,629,2045,2036,0,167.727,
65,0,4192.82,4206.67,4183.59,4207.69,4193.33,4176.41,4175.9,4180.51,4220.51,4169.23,4173.33,4203.08,4166.15,4168.72,556,2046,2035,0,167.737,
66,0,4182.56,4197.44,4178.46,4212.82,4190.26,4176.92,4176.41,4184.62,4220.51,4171.79,4171.79,4203.59,4160,4163.08,838,2046,2039,0,167.747,
67,0,4170.77,4185.64,4176.41,4221.03,4186.67,4175.9,4179.49,4180.51,4220.51,4170.77,4164.62,4208.21,4154.87,4153.33,847,2046,2038,0,167.757,
68,0,4176.92,4192.82,4174.87,4217.95,4192.82,4177.95,4180.51,4181.54,4211.28,4180,4174.87,4208.21,4166.67,4161.03,877,2047,2043,0,167.767,
72,0,4174.36,4185.64,4173.85,4215.38,4186.67,4173.33,4164.62,4170.77,4223.08,4175.9,4168.21,4209.23,4167.18,4157.95,799,2049,2043,0,167.807,
73,0,4178.46,4188.72,4176.92,4210.26,4192.31,4176.92,4167.69,4175.9,4219.49,4182.05,4179.49,4203.08,4178.97,4169.74,871,2049,2041,0,167.818,
74,0,4183.59,4190.77,4185.13,4209.23,4187.69,4180,4174.36,4182.05,4214.36,4187.18,4181.03,4201.03,4180.51,4175.9,839,2050,2039,0,167.828,
75,0,4186.15,4187.69,4185.64,4211.28,4183.08,4178.46,4185.64,4189.23,4207.69,4186.15,4176.92,4204.1,4176.92,4175.38,847,2051,2037,0,167.838,
76,0,4184.1,4185.13,4182.56,4213.85,4188.21,4180,4190.77,4187.18,4215.38,4183.08,4179.49,4200,4177.44,4175.9,848,2049,2036,0,167.848,
77,0,4178.97,4180.51,4184.62,4218.46,4186.67,4179.49,4187.69,4173.33,4233.85,4172.82,4178.97,4199.49,4174.36,4172.82,547,2051,2033,0,167.858,
78,0,4174.36,4175.38,4177.95,4222.56,4177.95,4170.77,4177.95,4167.18,4241.03,4162.05,4172.31,4206.67,4163.08,4166.15,839,2050,2033,0,167.868,
79,0,4172.82,4172.31,4176.41,4224.1,4173.33,4167.69,4166.67,4167.69,4238.46,4161.03,4170.26,4200.51,4158.46,4164.62,847,2048,2032,0,167.878,
80,0,4177.95,4178.46,4181.54,4217.95,4180,4172.82,4171.28,4173.85,4230.26,4172.31,4180.51,4193.85,4171.79,4173.85,848,2047,2034,0,167.888,
81,0,4182.05,4183.59,4183.08,4213.33,4185.13,4178.97,4183.08,4183.59,4222.56,4178.97,4185.64,4193.33,4178.97,4178.97,547,2045,2038,0,167.898,
82,0,4178.97,4179.49,4180,4215.38,4179.49,4174.87,4179.49,4180.51,4224.62,4173.85,4177.44,4197.95,4168.21,4170.26,839,2046,2038,0,167.908,
83,0,4178.97,4178.97,4174.87,4218.46,4176.92,4171.79,4171.79,4168.21,4224.62,4172.82,4175.38,4204.62,4163.59,4163.08,847,2046,2040,0,167.918,
84,0,4176.41,4179.49,4174.87,4222.05,4176.41,4172.82,4173.33,4168.21,4222.56,4172.31,4175.38,4201.54,4163.59,4161.54,848,2044,2042,0,167.928,
85,0,4173.33,4175.38,4173.85,4224.62,4174.87,4170.26,4176.92,4176.41,4224.62,4172.31,4175.38,4202.56,4164.62,4163.59,547,2044,2042,0,167.938,
86,0,4174.36,4173.33,4170.77,4225.13,4173.33,4171.28,4175.9,4172.82,4228.21,4174.36,4176.41,4207.69,4168.72,4165.64,839,2042,2044,0,167.948,
87,0,4172.82,4176.41,4173.33,4226.15,4174.87,4173.85,4171.79,4167.18,4229.74,4171.28,4173.85,4210.26,4169.74,4163.08,847,2045,2045,0,167.958,
88,0,4175.38,4177.44,4171.79,4224.1,4177.95,4174.36,4171.79,4169.74,4232.82,4168.72,4172.82,4212.31,4167.69,4163.59,848,2044,2043,0,167.968,
89,0,4175.38,4169.74,4167.69,4226.15,4173.85,4173.85,4170.26,4165.13,4238.97,4166.15,4169.23,4212.82,4162.05,4163.59,547,2046,2042,0,167.978,
90,0,4168.21,4165.13,4164.1,4233.33,4171.28,4169.23,4166.67,4162.05,4240.51,4163.59,4162.05,4220.51,4159.49,4161.03,839,2049,2041,0,167.989,
91,0,4163.59,4162.56,4163.59,4232.82,4173.33,4170.26,4166.67,4170.26,4234.36,4166.67,4163.59,4220,4161.03,4157.95,847,2050,2038,0,167.999,
92,0,4169.74,4165.13,4169.23,4227.18,4175.9,4180,4168.72,4176.41,4228.21,4172.31,4173.33,4206.67,4166.67,4163.59,848,2049,2039,0,168.009,
93,0,4179.49,4177.95,4170.77,4222.56,4180.51,4183.08,4174.87,4180,4224.1,4178.46,4180.51,4202.05,4178.97,4178.46,547,2053,2037,0,168.019,
94,0,4177.95,4177.95,4174.36,4223.59,4180.51,4177.44,4179.49,4182.56,4227.18,4174.36,4178.97,4205.13,4180.51,4179.49,839,2051,2036,0,168.029,
95,0,4173.85,4170.26,4177.44,4225.13,4176.41,4174.36,4176.92,4174.36,4234.36,4167.69,4178.46,4208.72,4171.28,4171.79,847,2055,2035,0,168.039,
96,0,4177.44,4172.31,4173.85,4225.13,4176.92,4176.41,4171.79,4169.74,4233.85,4171.28,4181.03,4205.13,4169.74,4172.82,848,2054,2032,0,168.049,
97,0,4183.08,4173.33,4177.44,4224.1,4177.44,4173.33,4170.26,4172.82,4228.72,4176.41,4180,4201.03,4176.92,4176.92,547,2056,2032,0,168.059,
98,0,4181.54,4172.31,4180,4224.1,4176.41,4168.21,4173.33,4174.36,4225.13,4177.95,4179.49,4204.62,4178.46,4175.38,839,2055,2030,0,168.069,
99,0,4175.38,4171.79,4176.92,4229.23,4171.79,4173.33,4174.87,4169.23,4235.9,4169.74,4176.92,4205.64,4166.67,4167.69,847,2053,2028,0,168.079,
100,0,4173.33,4169.23,4172.82,4233.33,4165.13,4176.92,4173.33,4162.05,4244.1,4162.56,4170.77,4209.74,4158.46,4162.05,848,2051,2027,0,168.089,
101,0,4176.41,4170.26,4174.36,4231.79,4166.67,4170.77,4173.85,4163.59,4235.38,4166.67,4170.26,4209.74,4166.67,4167.18,547,2053,2024,0,168.099,
102,0,4179.49,4177.95,4184.62,4225.13,4174.87,4174.36,4178.97,4171.79,4226.67,4176.41,4176.92,4203.59,4177.44,4174.87,839,2052,2023,0,168.109,
103,0,4183.59,4185.64,4186.67,4215.9,4182.56,4186.67,4187.18,4180,4220.51,4183.08,4184.62,4204.62,4181.03,4177.95,847,2045,2024,0,168.119,
104,0,4180,4183.08,4179.49,4218.46,4180.51,4186.67,4185.64,4176.92,4220,4176.92,4180.51,4205.64,4173.85,4173.33,848,2045,2026,0,168.129,
105,0,4174.87,4177.95,4176.41,4225.13,4174.87,4175.38,4180,4172.82,4223.08,4173.33,4177.44,4206.15,4171.28,4170.77,547,2044,2027,0,168.139,
106,0,4178.46,4176.41,4177.44,4223.59,4175.38,4171.79,4181.03,4177.95,4223.59,4177.44,4181.54,4207.18,4174.87,4174.87,839,2043,2028,0,168.149,
107,0,4181.54,4177.44,4181.03,4221.54,4175.9,4180.51,4182.56,4174.36,4227.69,4170.77,4178.97,4206.15,4173.85,4175.38,847,2041,2028,0,168.16,
108,0,4179.49,4178.97,4178.97,4221.54,4178.97,4182.56,4182.05,4165.64,4231.28,4164.1,4176.41,4208.72,4172.82,4175.38,848,2040,2029,0,168.17,
109,0,4175.38,4174.87,4173.33,4224.62,4180,4179.49,4181.03,4165.13,4233.85,4165.64,4177.44,4206.67,4173.33,4175.38,547,2035,2027,0,168.18,
110,0,4172.82,4170.77,4173.85,4228.72,4175.9,4181.54,4185.13,4171.28,4231.28,4170.77,4177.44,4204.62,4172.82,4171.28,839,2037,2028,0,168.19,
111,0,4173.85,4174.36,4173.33,4227.69,4174.87,4184.1,4190.77,4176.92,4223.59,4176.41,4177.95,4209.23,4174.87,4167.18,847,2039,2027,0,168.2,
112,0,4171.28,4174.87,4173.85,4226.67,4173.33,4182.56,4185.13,4175.9,4221.54,4176.92,4178.97,4207.18,4175.38,4163.59,848,2040,2030,0,168.21,
113,0,4167.18,4172.31,4171.28,4227.69,4172.31,4174.87,4175.9,4175.38,4218.97,4179.49,4178.46,4206.67,4174.87,4163.59,547,2040,2033,0,168.22,
114,0,4164.1,4169.74,4169.23,4231.28,4170.77,4173.85,4179.49,4178.97,4213.33,4184.62,4178.46,4207.18,4174.36,4166.67,839,2039,2033,0,168.23,
115,0,4169.23,4170.77,4176.92,4230.77,4172.82,4180.51,4187.69,4182.05,4210.77,4186.67,4184.62,4203.59,4177.44,4174.36,847,2042,2033,0,168.24,
116,0,4177.95,4176.92,4180,4226.67,4176.92,4182.56,4189.23,4183.59,4213.85,4188.21,4189.74,4201.54,4181.54,4180.51,848,2043,2035,0,168.25,
117,0,4177.44,4180,4180,4224.62,4178.46,4182.05,4187.18,4182.56,4215.38,4189.74,4185.64,4198.46,4179.49,4175.9,547,2049,2035,0,168.26,
118,0,4176.41,4186.67,4180.51,4217.95,4186.15,4186.15,4190.26,4188.72,4210.26,4194.87,4188.72,4200.51,4178.97,4175.38,839,2048,2036,0,168.27,
119,0,4178.46,4189.74,4180.51,4216.92,4185.64,4185.13,4191.28,4192.31,4210.77,4191.28,4191.79,4198.97,4177.44,4176.41,847,2051,2036,0,168.28,
120,0,4178.97,4184.62,4185.13,4222.05,4175.38,4177.44,4187.18,4186.67,4216.92,4183.08,4184.1,4197.44,4174.87,4174.87,848,2052,2036,0,168.29,
121,0,4176.41,4179.49,4183.59,4221.54,4178.97,4181.54,4190.77,4182.05,4221.03,4183.08,4182.05,4202.56,4174.36,4173.85,547,2052,2037,0,168.3,
122,0,4168.72,4176.92,4181.03,4222.56,4185.13,4187.69,4195.38,4183.59,4224.1,4184.1,4178.46,4203.08,4169.23,4166.15,839,2054,2036,0,168.31,
123,0,4167.18,4175.9,4174.36,4228.72,4183.08,4182.05,4193.33,4188.72,4218.46,4186.15,4175.38,4208.72,4170.77,4162.56,847,2054,2038,0,168.32,
124,0,4173.33,4176.92,4169.74,4228.72,4183.08,4184.1,4189.23,4195.9,4207.69,4193.33,4186.15,4208.72,4182.05,4172.82,848,2056,2039,0,168.331,
125,0,4177.44,4178.97,4180.51,4221.54,4185.64,4189.74,4187.18,4198.97,4202.56,4200,4195.9,4197.95,4187.69,4182.05,547,2056,2039,0,168.341,
126,0,4175.9,4180,4179.49,4219.49,4187.18,4184.62,4188.72,4199.49,4200.51,4201.03,4192.82,4198.97,4188.72,4177.95,839,2057,2038,0,168.351,
